selected_text;sentiment
Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.;neutral
The World is just amazing!;positive
i am completely lost.;negative
@ gadgetopia need to DM you but you`re not following me.   Will send email.;neutral
cute!;positive
got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.;neutral
silly;negative
just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work;positive
beasted;negative
I`ll be listening!;neutral
oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them;neutral
sitting at home doing nothing. gonna be like this all weekend;neutral
UNSALVAGEABLE;negative
flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug;neutral
I think i should go to sleep considering i hav to b up on 3hrs....;neutral
If I told you how often I wash my hair you would never speak to me again;neutral
ended up inventing my own.;negative
seems to have disappeared out of my life;negative
HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...;positive
ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???;neutral
haha!;positive
best;positive
****,;negative
aww;negative
nothing fair;negative
I am going to see how long I can do this for.;neutral
You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!;positive
PRD take a long time to review!;neutral
well,;positive
i`m going to fail this final.;negative
, Thx;positive
how sad! are you saying that I`m fat?  *tears*;negative
why thank you. I might just take you up on your offer;neutral
can`t find it anywhere!;negative
i have a major headache;negative
ch fu;positive
Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!;neutral
Stupid me,;negative
very relaxing;positive
yessir that is 100% right;positive
Night!;neutral
GREAT;positive
sad.;negative
Too warm!!!;neutral
Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm;neutral
well hit me and we can see...it depends then;neutral
thanx;positive
very cute;positive
good;positive
shower time!!!!!;neutral
COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...;positive
Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j;neutral
i cant call  im at work;neutral
expensive.;negative
So tired &;negative
Happy;positive
am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler;neutral
GOODNIGHT;positive
doesnt have a hangover  and is getting ready for a good ol` english fry up;neutral
Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO;neutral
Working now;neutral
Just at Starbucks with Farrah!;neutral
@ ginniejean there`s a lot of mojo all over the place...  yes.;neutral
third date went well....moving on to fourth!!!!!!;neutral
Mad tired. But it`s the hols! I miss chomp chomp terribly!;negative
is finally starting her assignments;neutral
Good;positive
good;positive
glad;positive
Missing;negative
It just had to rain on me;negative
yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend;neutral
I miss u guys too  I prob won`t b bk til august sumtime;positive
Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..;neutral
It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal;neutral
trying to figure it out;neutral
_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.;neutral
Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though;neutral
i`m a victim;negative
i would slip and fall..;negative
looking forward to it;positive
well paisley has one of those cone things around her head...SO funny but I feel bad for her;neutral
a stop;negative
can`t wait to november for Jobros concert !;positive
been there done that. It always ended up with me selling the machine and going back to my mac;neutral
but I feel sorry for Marcus though.;negative
is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours;neutral
http://twitpic.com/4jken - fire and urban at rock challenge;neutral
can`t believe;negative
sorry ba;negative
well now i do;neutral
250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD!;neutral
i jus love doin night shifts...;positive
Morning tweeple,way to early again;neutral
reupload the **** thing again;negative
your updates are really amusing.;positive
Loves the fact;positive
s not bad;positive
awesome.;positive
rough;negative
;
YAY!;positive
i can`t.;neutral
strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.;neutral
you okay bby?;neutral
Goodnight!;positive
Im too late... Hes gone;negative
lost my internet signal;negative
sorry;negative
Good for you mate, sadly I couldnt get pissed tonight **** driving bad times;positive
blood everywhere!!!;negative
pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol;neutral
Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with;neutral
very very cute;positive
Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!;neutral
Great;positive
hurt my arm.;negative
****;negative
tiiiiiiired! Going to bed!;negative
Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!;neutral
I hope;positive
;
and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland;neutral
sad.;negative
Good;positive
I could get away with it. dare me? I`ll go buy it tomorrow;neutral
Thanks man.  That sorted it;positive
enjoying;positive
favourite;positive
Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well;neutral
congratulatory;positive
Sadly, that`s not too often;negative
good times.;positive
The sun is not cool;negative
...  that was meeeaaannn.;negative
Invisible car helps to boost recycling. Honest;positive
Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs;neutral
pretty.;positive
d really love that!;positive
so sadly;negative
...you are kickable.;neutral
I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there;neutral
nice;positive
Happy;positive
Just finished watching 'Marley and Me';neutral
Enjoying;positive
Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.;neutral
Roll on Thursday;neutral
Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.;neutral
cavs got lucky 2night  lol but lebron took over and killed em another triple double;neutral
happy;positive
my bad;negative
forgot;negative
as long as you have someone to make out with;neutral
;
You arent following me, so i cant send you a DM..;neutral
poorly;negative
;
I picked up a taco over lunch... you got a guitar.;neutral
I won`t have a chance later.;negative
'Up' is all sold out!!;neutral
hope;positive
whoaa kinda hard :O that one that you think will be interesting enough to tell;neutral
s  you`re the best;positive
Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!;neutral
SHUT YOUR FACE!;negative
or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!;neutral
oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey;neutral
cant wait;positive
;
yes please  and if you`re gone i might actually get some work done lol;neutral
I`m really getting sick ugh;negative
stalkerishly;negative
???-?? ? youtube ? ????;neutral
calling mum too ask if she can by ice-cream;neutral
_ having a very lazy day, playing xbox and drinking tea;neutral
s disappointing;negative
hopefully;positive
My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss;neutral
Happy;positive
thanks;positive
My legs are killing me now.  but i know it`s a good pain all in all.;neutral
s fun,;positive
h) wish I could go too;positive
ready to go home;neutral
need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain;neutral
excited;positive
My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL;neutral
****;negative
mad the rain got me..;negative
I am at my grandparents place;neutral
hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.;neutral
i dont feel very good;negative
I was born there;neutral
congradts on ur show  Even tho i wasnt there lol;positive
damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale;positive
excuse;negative
so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today;neutral
good;positive
awesome;positive
I`m afraid.;negative
I`m not having the best day;negative
_Aid16 Goodnight!;neutral
Welcome;positive
Thanks;positive
Thanks,;positive
feeling all homely! off out with Freddie for a fun-packed day;positive
haha i will remember that  ****;neutral
will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me;neutral
I sorry;positive
Awww, it does remind me of getting ready for the ball.;neutral
just couldn`t remember!!;negative
_bishop  sez need to get u to look at my flights again  will email ur work tonite;neutral
I wish I had the battery life of an iPhone!;positive
happy;positive
Omg.;positive
better;positive
Work in that heat is horrible !;negative
d turned me human;positive
m glad;positive
_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ;neutral
